MET,RATE,ERROR,OBSID
136518793.0000000000,359.7062072754,1.6237953901,30001011005
136519093.0000000000,370.7840576172,1.6543310881,30001011005
136519393.0000000000,364.2251281738,1.6335487366,30001011005
136519693.0000000000,346.9433898926,1.5810463428,30001011005
136519993.0000000000,363.6692199707,1.6348909140,30001011005
136520293.0000000000,411.4689941406,1.7770164013,30001011005
136520593.0000000000,399.1327209473,1.7389279604,30001011005
136520893.0000000000,362.3092041016,1.6294691563,30001011005
136521193.0000000000,368.9862365723,4.4194555283,30001011005
136523593.0000000000,442.6115417480,3.0306396484,30001011005
136524493.0000000000,473.9476623535,2.6124403477,30001011005
136524793.0000000000,472.2358703613,1.9547597170,30001011005
136525093.0000000000,413.4105529785,1.7795643806,30001011005
136525393.0000000000,425.4140319824,1.8141410351,30001011005
136525693.0000000000,410.2568969727,1.7770358324,30001011005
136525993.0000000000,395.2415771484,1.7310248613,30001011005
136526293.0000000000,436.3162841797,1.8522124290,30001011005
136526593.0000000000,453.9169006348,1.9014860392,30001011005
136526893.0000000000,444.2779846191,2.7021059990,30001011005
136529293.0000000000,618.0928955078,3.5198779106,30001011005
136529593.0000000000,580.2019042969,2.2993266582,30001011005
136529893.0000000000,574.4421997070,5.4984102249,30001011005
136530793.0000000000,572.6035156250,2.3274819851,30001011005
136531093.0000000000,498.8943481445,2.0275146961,30001011005
136531393.0000000000,472.7755432129,1.9555413723,30001011005
136531693.0000000000,461.1658020020,1.9271104336,30001011005
136531993.0000000000,480.2284240723,1.9814505577,30001011005
136532293.0000000000,459.6977233887,1.9221743345,30001011005
136532593.0000000000,477.9210205078,2.1069777012,30001011005
136534993.0000000000,565.6782836914,6.8313212395,30001011005
136535293.0000000000,545.2285156250,2.1612660885,30001011005
136535593.0000000000,583.0120239258,2.2709395885,30001011005
136535893.0000000000,563.6929931641,2.3034925461,30001011005
136536193.0000000000,555.4895629883,8.3698406219,30001011005
136536793.0000000000,635.4668579102,3.9791288376,30001011005
136537093.0000000000,636.2025146484,2.4225690365,30001011005
136537393.0000000000,573.9320678711,2.2526013851,30001011005
136537693.0000000000,642.9981079102,2.4491727352,30001011005
136537993.0000000000,661.3699340820,2.4936769009,30001011005
136538293.0000000000,634.7833862305,2.4133930206,30001011005
136538593.0000000000,577.0850830078,4.3336591721,30001011005
136540993.0000000000,542.9824829102,2.5078265667,30001011005
136541293.0000000000,510.9965209961,2.0602753162,30001011005
136541593.0000000000,542.0052490234,2.1482155323,30001011005
136541893.0000000000,567.8639526367,2.2247548103,30001011005
136542193.0000000000,564.3353881836,2.2650270462,30001011005
136542493.0000000000,579.7078857422,4.2205252647,30001011005
136542793.0000000000,461.0073242188,10.4073667526,30001011005
136543093.0000000000,472.0136108398,2.0123612881,30001011005
136543393.0000000000,451.3369445801,1.8958646059,30001011005
136543693.0000000000,442.4992980957,1.8691798449,30001011005
136543993.0000000000,467.8395080566,1.9414007664,30001011005
136544293.0000000000,474.6440124512,2.5000822544,30001011005
136546693.0000000000,605.6113891602,3.9473428726,30001011005
136546993.0000000000,571.4530029297,2.2294759750,30001011005
136547293.0000000000,572.8881835938,2.2346839905,30001011005
136547593.0000000000,562.8140258789,2.2068407536,30001011005
136547893.0000000000,574.0507202148,2.2393052578,30001011005
136548193.0000000000,538.1651611328,2.1400704384,30001011005
136548493.0000000000,543.0131835938,2.1580090523,30001011005
136548793.0000000000,496.0252380371,2.0941278934,30001011005
136549093.0000000000,481.3917541504,2.0727319717,30001011005
136549393.0000000000,455.6944580078,1.9222691059,30001011005
136549693.0000000000,439.6003417969,1.8609155416,30001011005
136549993.0000000000,423.4587707520,1.8262599707,30001011005
138261522.0000000000,386.0168457031,1.7063549757,30001011007
138261822.0000000000,378.8398437500,1.6815934181,30001011007
138262122.0000000000,385.1336975098,1.7022526264,30001011007
138262422.0000000000,379.6542358398,1.6894109249,30001011007
138262722.0000000000,377.1475219727,1.6766570807,30001011007
138263022.0000000000,387.4419555664,1.7137441635,30001011007
138263322.0000000000,376.2251586914,1.6968500614,30001011007
138263622.0000000000,363.7947387695,1.6400897503,30001011007
138263922.0000000000,358.9892883301,1.6252372265,30001011007
138264222.0000000000,359.1582031250,1.6271195412,30001011007
138264522.0000000000,351.9383850098,1.6023216248,30001011007
138264822.0000000000,339.7687988281,3.1163291931,30001011007
138267222.0000000000,330.6396179199,1.9385685921,30001011007
138267522.0000000000,337.7813415527,1.5566116571,30001011007
138267822.0000000000,330.2862243652,1.5324965715,30001011007
138268122.0000000000,331.5490722656,1.5387930870,30001011007
138268422.0000000000,333.4688415527,1.5466620922,30001011007
138268722.0000000000,322.8185119629,1.5140591860,30001011007
138269022.0000000000,325.4936523438,1.5235939026,30001011007
138269322.0000000000,354.4973144531,1.6441701651,30001011007
138269622.0000000000,384.8443603516,1.7611122131,30001011007
138269922.0000000000,425.1851806641,1.8239371777,30001011007
138270222.0000000000,381.3161926270,1.6923584938,30001011007
138270522.0000000000,395.6781005859,2.1640388966,30001011007
138272922.0000000000,408.5055236816,3.5256679058,30001011007
138273222.0000000000,409.4009094238,1.7717005014,30001011007
138273522.0000000000,401.6643981934,1.7498331070,30001011007
138273822.0000000000,372.1437377930,1.6616677046,30001011007
138274122.0000000000,383.8284912109,1.7002009153,30001011007
138274422.0000000000,383.1973571777,1.6961520910,30001011007
138274722.0000000000,421.0679931641,1.8181856871,30001011007
138275022.0000000000,448.2427368164,1.8881776333,30001011007
138275322.0000000000,469.0305175781,1.9754548073,30001011007
138275622.0000000000,505.7893981934,2.4750912189,30001011007
138275922.0000000000,520.5723266602,2.2453722954,30001011007
138276222.0000000000,489.3922424316,2.0313959122,30001011007
138276522.0000000000,415.4841308594,19.0254402161,30001011007
138278922.0000000000,448.3894653320,2.0064051151,30001011007
138279222.0000000000,400.5598144531,1.7466403246,30001011007
138279522.0000000000,364.5710144043,1.6408406496,30001011007
138279822.0000000000,391.4364929199,1.7180140018,30001011007
138280122.0000000000,459.7609863281,1.9204823971,30001011007
138280422.0000000000,407.9458618164,1.7710278034,30001011007
138280722.0000000000,393.9841918945,1.7271836996,30001011007
138281022.0000000000,375.9570922852,1.6748648882,30001011007
138281322.0000000000,395.2757568359,1.7373166084,30001011007
138281622.0000000000,406.9745788574,2.6727681160,30001011007
138282222.0000000000,490.4235534668,9.1530246735,30001011007
138284622.0000000000,416.1843261719,2.5048654079,30001011007
138284922.0000000000,403.4216308594,1.7540968657,30001011007
138285222.0000000000,380.7200927734,1.6851130724,30001011007
138285522.0000000000,373.8683471680,1.6660943031,30001011007
138285822.0000000000,374.2303161621,1.6701924801,30001011007
138286122.0000000000,377.4093933105,1.6774160862,30001011007
138286422.0000000000,392.9296875000,1.7261395454,30001011007
138286722.0000000000,405.9378051758,1.7613790035,30001011007
138287022.0000000000,406.0146789551,1.7650536299,30001011007
138287322.0000000000,410.7377014160,1.7820949554,30001011007
138287622.0000000000,390.8522338867,2.0089149475,30001011007
138290322.0000000000,338.6303405762,4.2086858749,30001011007
138290622.0000000000,349.7124023438,1.5909537077,30001011007
138290922.0000000000,337.6849975586,1.5567311049,30001011007
138291222.0000000000,335.4287109375,1.5488942862,30001011007
138291522.0000000000,339.6387634277,1.5649269819,30001011007
138291822.0000000000,352.0620727539,1.6009374857,30001011007
138292122.0000000000,348.8617248535,1.5931255817,30001011007
138292422.0000000000,372.2667541504,1.6640859842,30001011007
138292722.0000000000,354.3666076660,1.6089991331,30001011007
138293022.0000000000,353.1841125488,1.6063729525,30001011007
138293322.0000000000,363.0342407227,1.6362342834,30001011007
138293622.0000000000,346.5666503906,1.6117351055,30001011007
138293922.0000000000,336.9321289062,8.4512481689,30001011007
138296322.0000000000,334.9186401367,1.7802786827,30001011007
138296622.0000000000,332.1424865723,1.5388690233,30001011007
138296922.0000000000,338.5881652832,1.5599371195,30001011007
138297222.0000000000,341.1307983398,1.5662193298,30001011007
138297522.0000000000,327.6543273926,1.5264987946,30001011007
138297822.0000000000,330.6528625488,1.5380538702,30001011007
138298122.0000000000,333.2823791504,1.5446492434,30001011007
138298422.0000000000,335.5511779785,1.5507175922,30001011007
138298722.0000000000,338.0867919922,1.5617774725,30001011007
138299022.0000000000,333.2095336914,1.5473607779,30001011007
138299322.0000000000,342.2540588379,1.5732932091,30001011007
138299622.0000000000,331.3979797363,2.1268808842,30001011007
138302022.0000000000,364.3621520996,2.6659615040,30001011007
138302322.0000000000,375.3781127930,1.6726007462,30001011007
138302622.0000000000,386.0717163086,1.7061518431,30001011007
138302922.0000000000,381.8735351562,1.6894906759,30001011007
138303222.0000000000,345.5693664551,1.5830483437,30001011007
138303522.0000000000,341.6861267090,1.5721249580,30001011007
138303822.0000000000,369.2721252441,1.6550586224,30001011007
138304122.0000000000,362.0056152344,1.6344289780,30001011007
138304422.0000000000,346.9186096191,1.5865230560,30001011007
138304722.0000000000,341.1727600098,1.5722814798,30001011007
138305022.0000000000,285.8193969727,1.4011392593,30001011007
138305322.0000000000,331.1949768066,1.6465466022,30001011007
138307722.0000000000,293.5919189453,10.0299148560,30001011007
138308022.0000000000,290.8060607910,1.4128351212,30001011007
138308322.0000000000,284.6200866699,1.3960649967,30001011007
138308622.0000000000,296.4365844727,1.4289234877,30001011007
138308922.0000000000,314.3338012695,1.4851132631,30001011007
138309222.0000000000,305.6196594238,1.4603214264,30001011007
138309522.0000000000,315.7289428711,1.4908018112,30001011007
138309822.0000000000,334.2231750488,1.5506689548,30001011007
138310122.0000000000,343.6164245605,1.5761543512,30001011007
138310422.0000000000,322.1467895508,1.5120891333,30001011007
138310722.0000000000,324.1234741211,1.5177787542,30001011007
138311022.0000000000,310.3627624512,1.4758259058,30001011007
138311322.0000000000,322.0965881348,2.9500434399,30001011007
138313722.0000000000,333.0859985352,1.9209141731,30001011007
138314022.0000000000,340.8262329102,1.5679181814,30001011007
138314322.0000000000,316.6067504883,1.4932153225,30001011007
138314622.0000000000,321.0715026855,1.5083765984,30001011007
138314922.0000000000,306.0096740723,1.4608807564,30001011007
138315222.0000000000,305.9030761719,1.4590148926,30001011007
138315522.0000000000,317.1063537598,1.4965916872,30001011007
138315822.0000000000,314.7474060059,1.4861332178,30001011007
138316122.0000000000,308.3083801270,1.4673887491,30001011007
138316422.0000000000,317.0651550293,1.4962453842,30001011007
138316722.0000000000,325.4967041016,1.5213890076,30001011007
138317022.0000000000,322.2289733887,1.9127395153,30001011007
138319422.0000000000,340.7425842285,3.0631618500,30001011007
138319722.0000000000,355.5197448730,1.6163449287,30001011007
138320022.0000000000,359.7730102539,1.6241497993,30001011007
138320322.0000000000,365.4914855957,1.6403045654,30001011007
138320622.0000000000,345.2441711426,1.5837665796,30001011007
138320922.0000000000,337.4662780762,1.5584257841,30001011007
138321222.0000000000,334.5860595703,1.5483231544,30001011007
138321522.0000000000,339.2151184082,1.5598502159,30001011007
138321822.0000000000,337.0602111816,1.5562800169,30001011007
138322122.0000000000,333.4694519043,1.5442817211,30001011007
138322422.0000000000,340.3316040039,1.5643304586,30001011007
138322722.0000000000,342.8236694336,1.5722365379,30001011007
138323022.0000000000,366.3285522461,12.9954223633,30001011007
138325422.0000000000,387.1159057617,1.8676182032,30001011007
138325722.0000000000,383.1064453125,1.7203940153,30001011007
138326022.0000000000,375.0421447754,1.6718330383,30001011007
138326322.0000000000,380.9922180176,1.6859734058,30001011007
138326622.0000000000,368.3414306641,1.6519799232,30001011007
138326922.0000000000,370.8476867676,1.6591424942,30001011007
138327222.0000000000,363.9921875000,1.6362978220,30001011007
138327522.0000000000,357.6749572754,1.6163742542,30001011007
138327822.0000000000,377.3045959473,1.6768714190,30001011007
138328122.0000000000,391.9275512695,1.7200253010,30001011007
138328422.0000000000,365.0726623535,1.6403511763,30001011007
138328722.0000000000,375.0569458008,2.7569749355,30001011007
138331122.0000000000,391.8742370605,2.3699257374,30001011007
138331422.0000000000,371.8726501465,1.6617047787,30001011007
138331722.0000000000,389.7618713379,1.7288094759,30001011007
138332022.0000000000,415.6101379395,1.7983237505,30001011007
138332322.0000000000,407.3701477051,1.7685042620,30001011007
138332622.0000000000,398.3369445801,1.7434490919,30001011007
138332922.0000000000,382.6716003418,1.6953619719,30001011007
138333222.0000000000,415.9240112305,1.7910290956,30001011007
138333522.0000000000,395.8965454102,1.7779138088,30001011007
138333822.0000000000,411.9968261719,1.7804571390,30001011007
138334122.0000000000,434.5186157227,1.8457032442,30001011007
138334422.0000000000,437.0749511719,2.1642572880,30001011007
138336822.0000000000,382.8503417969,4.3441405296,30001011007
138337122.0000000000,402.8086853027,1.7524200678,30001011007
138337422.0000000000,396.9685668945,1.7371959686,30001011007
138337722.0000000000,389.3800964355,1.7127439976,30001011007
138338022.0000000000,416.7373962402,1.8008869886,30001011007
138338322.0000000000,445.0502014160,1.8850721121,30001011007
138338622.0000000000,396.9517211914,1.7378093004,30001011007
138338922.0000000000,421.0843811035,1.8057270050,30001011007
138339222.0000000000,437.0032348633,1.8553800583,30001011007
138339522.0000000000,436.6812744141,1.8536162376,30001011007
138339822.0000000000,414.6929321289,1.7892873287,30001011007
138340122.0000000000,384.5546569824,1.6976099014,30001011007
138340422.0000000000,419.4839172363,5.0783901215,30001011007
138342822.0000000000,377.1444702148,1.9189903736,30001011007
138343122.0000000000,387.3539123535,1.7081098557,30001011007
138343422.0000000000,380.9552001953,1.6906955242,30001011007
138343722.0000000000,387.3601074219,1.7067217827,30001011007
138344022.0000000000,370.0933532715,1.6580232382,30001011007
138344322.0000000000,379.5354309082,1.6972951889,30001011007
138344622.0000000000,379.4707031250,1.6864240170,30001011007
138344922.0000000000,381.8854675293,1.6895920038,30001011007
138345222.0000000000,373.4557495117,1.6661840677,30001011007
138345522.0000000000,400.3787841797,1.7463465929,30001011007
138345822.0000000000,404.9389038086,1.7594178915,30001011007
138346122.0000000000,399.7125854492,2.4584882259,30001011007
138348522.0000000000,401.6651306152,2.7417726517,30001011007
138348822.0000000000,393.1163330078,1.7253944874,30001011007
138349122.0000000000,396.9766235352,1.7368209362,30001011007
138349422.0000000000,411.0861206055,1.7812414169,30001011007
138349722.0000000000,398.7256164551,1.7475489378,30001011007
138350022.0000000000,419.1457214355,1.8036843538,30001011007
138350322.0000000000,412.3715515137,1.7959097624,30001011007
138350622.0000000000,430.6683959961,1.8740208149,30001011007
138350922.0000000000,419.4060363770,1.8058291674,30001011007
138351222.0000000000,430.7389221191,1.8370693922,30001011007
138351522.0000000000,396.3196716309,1.7361217737,30001011007
138351822.0000000000,420.7223510742,1.9230188131,30001011007
138354222.0000000000,389.9111938477,9.0093622208,30001011007
138354522.0000000000,380.8185424805,1.6871408224,30001011007
138354822.0000000000,375.3769836426,1.6699618101,30001011007
138355122.0000000000,392.2120971680,1.7250461578,30001011007
138355422.0000000000,390.1531677246,1.7200310230,30001011007
138355722.0000000000,394.9331970215,1.7313745022,30001011007
138356022.0000000000,388.0857543945,1.7150888443,30001011007
138356322.0000000000,391.1434631348,1.7212560177,30001011007
138356622.0000000000,380.5796203613,1.7991513014,30001011007
138356922.0000000000,375.1673889160,1.7475057840,30001011007
138357222.0000000000,369.4607543945,1.6583873034,30001011007
138357522.0000000000,363.7827148438,1.6379873753,30001011007
138357822.0000000000,363.0833740234,3.6000928879,30001011007
150140873.0000000000,231.7656250000,19.6453590393,30001011009
150141473.0000000000,345.6744079590,2.1421215534,30001011009
150141773.0000000000,287.9871215820,1.3900506496,30001011009
150142073.0000000000,305.3321533203,1.4352514744,30001011009
150142373.0000000000,360.7229003906,1.5961194038,30001011009
150142673.0000000000,446.9336853027,1.8470791578,30001011009
150142973.0000000000,480.1246643066,1.9388178587,30001011009
150143273.0000000000,452.4484558105,1.8665610552,30001011009
150143573.0000000000,430.1093750000,1.8042488098,30001011009
150143873.0000000000,456.2919616699,1.9233450890,30001011009
150144173.0000000000,381.2287597656,3.3733093739,30001011009
150146573.0000000000,339.7164001465,2.0201439857,30001011009
150146873.0000000000,373.3542785645,1.6716802120,30001011009
150147173.0000000000,324.5492248535,1.9358775616,30001011009
150147473.0000000000,482.5316772461,3.5011670589,30001011009
150147773.0000000000,340.2421875000,1.5716801882,30001011009
150148073.0000000000,417.2996520996,1.7614967823,30001011009
150148373.0000000000,403.7344970703,1.7239742279,30001011009
150148673.0000000000,468.8826599121,1.9122077227,30001011009
150148973.0000000000,544.5104980469,2.1254897118,30001011009
150149273.0000000000,487.6424255371,1.9677673578,30001011009
150149573.0000000000,442.6147155762,1.8562816381,30001011009
150149873.0000000000,400.2015686035,2.6332864761,30001011009
150152273.0000000000,330.9704589844,3.2847099304,30001011009
150152573.0000000000,545.7927856445,2.1306228638,30001011009
150152873.0000000000,580.0627441406,2.2236595154,30001011009
150153173.0000000000,545.8994750977,2.1347715855,30001011009
150153473.0000000000,529.0431518555,2.1085984707,30001011009
150153773.0000000000,493.7942199707,2.0210773945,30001011009
150154073.0000000000,490.9881591797,1.9773682356,30001011009
150154373.0000000000,376.6235351562,1.6481890678,30001011009
150154673.0000000000,395.9336547852,1.7066427469,30001011009
150154973.0000000000,480.1216125488,1.9451134205,30001011009
150155273.0000000000,504.8431091309,2.0227756500,30001011009
150155573.0000000000,369.5060119629,1.8135064840,30001011009
150158273.0000000000,415.0981140137,1.8446606398,30001011009
150158573.0000000000,470.4418334961,1.9203914404,30001011009
150158873.0000000000,361.9237976074,1.6079894304,30001011009
150159173.0000000000,428.8299560547,1.7988665104,30001011009
150159473.0000000000,374.2102966309,1.6403083801,30001011009
150159773.0000000000,446.4378967285,1.8482490778,30001011009
150160073.0000000000,505.2795410156,2.0180912018,30001011009
150160373.0000000000,481.8537292480,1.9475789070,30001011009
150160673.0000000000,655.2410278320,2.4273664951,30001011009
150160973.0000000000,634.7317504883,2.3738534451,30001011009
150161273.0000000000,394.0775451660,1.7192047834,30001011009
150161573.0000000000,370.1155395508,3.9557960033,30001011009
150163973.0000000000,527.6309814453,2.8395404816,30001011009
150164273.0000000000,388.6778869629,1.6889479160,30001011009
150164573.0000000000,446.0166625977,1.8532351255,30001011009
150164873.0000000000,591.6190185547,2.2581720352,30001011009
150165173.0000000000,761.3740844727,2.7200372219,30001011009
150165473.0000000000,739.6723632812,2.6573705673,30001011009
150165773.0000000000,656.7427368164,2.4270651340,30001011009
150166073.0000000000,520.7846679688,2.0558152199,30001011009
150166373.0000000000,450.4773254395,1.8682640791,30001011009
150166673.0000000000,473.7864379883,1.9310476780,30001011009
150166973.0000000000,618.6682739258,2.3474013805,30001011009
150167273.0000000000,650.3984985352,3.3517799377,30001011009
150169673.0000000000,492.5504760742,4.8218264580,30001011009
150169973.0000000000,538.4657592773,2.1098487377,30001011009
150170273.0000000000,676.6015014648,2.4923639297,30001011009
150170573.0000000000,600.1648559570,2.2815747261,30001011009
150170873.0000000000,636.9284667969,2.3789491653,30001011009
150171173.0000000000,634.1082153320,2.3690361977,30001011009
150171473.0000000000,524.3272705078,2.0663301945,30001011009
150171773.0000000000,407.5678100586,1.7388621569,30001011009
150172073.0000000000,415.9114379883,1.7647426128,30001011009
150172373.0000000000,373.6176757812,1.6507686377,30001011009
150172673.0000000000,288.5949096680,1.4114352465,30001011009
150172973.0000000000,438.0498657227,1.9528596401,30001011009
150175673.0000000000,553.0557861328,2.3956587315,30001011009
150175973.0000000000,483.6446838379,1.9568309784,30001011009
150176273.0000000000,415.5265808105,1.7631018162,30001011009
150176573.0000000000,309.4757385254,1.4540977478,30001011009
150176873.0000000000,363.1477661133,1.6094872952,30001011009
150177173.0000000000,352.2152099609,1.5751222372,30001011009
150177473.0000000000,422.1696777344,1.7788299322,30001011009
150177773.0000000000,409.3852844238,1.7424371243,30001011009
150178073.0000000000,396.2293395996,1.7086098194,30001011009
150178373.0000000000,356.5518798828,1.5953617096,30001011009
150178673.0000000000,379.5896606445,1.7189671993,30001011009
150178973.0000000000,330.9622192383,2.9605042934,30001011009
150181373.0000000000,209.8626861572,1.7517127991,30001011009
150181673.0000000000,350.4489440918,1.5752961636,30001011009
150181973.0000000000,419.0850524902,1.7724405527,30001011009
150182273.0000000000,465.4182128906,1.9042596817,30001011009
150182573.0000000000,391.4197692871,1.6898930073,30001011009
150182873.0000000000,269.1903991699,1.3282344341,30001011009
150183173.0000000000,507.2673645020,2.0136151314,30001011009
150183473.0000000000,502.3198547363,2.0031123161,30001011009
150183773.0000000000,492.7179870605,1.9804408550,30001011009
150184073.0000000000,432.2382812500,1.8138432503,30001011009
150184373.0000000000,495.0805664062,2.0009751320,30001011009
150184673.0000000000,467.0570373535,2.3984375000,30001011009
150187373.0000000000,427.7097167969,1.8618518114,30001011009
150187673.0000000000,440.2624511719,1.8247921467,30001011009
150187973.0000000000,399.8977661133,1.7118489742,30001011009
150188273.0000000000,337.0876770020,1.5302084684,30001011009
150188573.0000000000,538.8530883789,2.1024715900,30001011009
150188873.0000000000,443.8695068359,1.8374599218,30001011009
150189173.0000000000,581.4443969727,2.2156410217,30001011009
150189473.0000000000,496.2918090820,1.9847830534,30001011009
150189773.0000000000,514.0440063477,2.0378212929,30001011009
150190073.0000000000,508.8020935059,2.0285112858,30001011009
150190373.0000000000,472.7388610840,1.9701579809,30001011009
