MET,RATE,ERROR,OBSID
89432871.0000000000,52.6764564514,0.8447959423,10014001001
89433171.0000000000,82.3932952881,1.1103115082,10014001001
89433471.0000000000,50.8661499023,0.8261728883,10014001001
89433771.0000000000,71.0892181396,1.0094063282,10014001001
89434071.0000000000,70.4596939087,1.0068647861,10014001001
89434371.0000000000,71.9371414185,1.0105624199,10014001001
89434671.0000000000,61.3172836304,0.9042133093,10014001001
89434971.0000000000,73.3873748779,1.0225285292,10014001001
89435271.0000000000,70.1763839722,1.5354748964,10014001001
136506193.0000000000,126.8167572021,0.9717323780,30001011005
136506493.0000000000,127.5136642456,0.9574689269,30001011005
136506793.0000000000,126.3581848145,0.9524437189,30001011005
136507093.0000000000,125.6820526123,0.9498341680,30001011005
136507393.0000000000,126.1205673218,0.9512325525,30001011005
136507693.0000000000,131.1880340576,0.9777219892,30001011005
136507993.0000000000,134.7980041504,0.9913441539,30001011005
136508293.0000000000,130.0449066162,0.9722883701,30001011005
136508593.0000000000,133.7082366943,0.9925546646,30001011005
136508893.0000000000,130.8528900146,0.9756814837,30001011005
136509193.0000000000,131.3189544678,0.9785289764,30001011005
136509493.0000000000,127.8817443848,1.5978299379,30001011005
136511893.0000000000,130.3782806396,2.5180933475,30001011005
136512193.0000000000,133.5856018066,1.0057249069,30001011005
136512493.0000000000,133.6100158691,0.9949180484,30001011005
136512793.0000000000,143.6304321289,1.0431901217,30001011005
136513093.0000000000,139.0376281738,1.0203264952,30001011005
136513393.0000000000,133.9574890137,0.9945309162,30001011005
136513693.0000000000,133.2340698242,0.9856200218,30001011005
136513993.0000000000,135.5472106934,1.0020979643,30001011005
136514293.0000000000,131.6518249512,0.9816689491,30001011005
136514593.0000000000,125.7690353394,0.9529581666,30001011005
136514893.0000000000,127.7120285034,0.9612174034,30001011005
136515193.0000000000,124.9120712280,1.1163215637,30001011005
136518193.0000000000,125.1557464600,1.7081241608,30001011005
136518493.0000000000,128.5786895752,0.9706995487,30001011005
136518793.0000000000,131.1656646729,0.9803085923,30001011005
136519093.0000000000,134.0636749268,0.9949308038,30001011005
136519393.0000000000,134.1628570557,0.9911771417,30001011005
136519693.0000000000,128.2948608398,0.9615762234,30001011005
136519993.0000000000,131.2975158691,0.9829322696,30001011005
136520293.0000000000,145.9383239746,1.0589022636,30001011005
136520593.0000000000,143.4789428711,1.0427157879,30001011005
136520893.0000000000,133.2208709717,0.9883291721,30001011005
136521193.0000000000,135.3400421143,2.6730399132,30001011005
136523593.0000000000,158.1936645508,1.8125890493,30001011005
136524493.0000000000,165.6148071289,1.5444320440,30001011005
136524793.0000000000,162.8858947754,1.1479554176,30001011005
136525093.0000000000,147.9598236084,1.0645476580,30001011005
136525393.0000000000,150.8420562744,1.0803288221,30001011005
136525693.0000000000,143.9878692627,1.0529483557,30001011005
136525993.0000000000,140.7578735352,1.0336375237,30001011005
136526293.0000000000,155.7052612305,1.1063803434,30001011005
136526593.0000000000,157.9958496094,1.1223517656,30001011005
136526893.0000000000,155.3418731689,1.5973819494,30001011005
136529293.0000000000,206.7808227539,2.0361070633,30001011005
136529593.0000000000,197.0024566650,1.3398534060,30001011005
136529893.0000000000,193.8479461670,3.1957538128,30001011005
136530793.0000000000,191.8126678467,1.3470374346,30001011005
136531093.0000000000,172.0211029053,1.1904901266,30001011005
136531393.0000000000,163.7836151123,1.1512479782,30001011005
136531693.0000000000,159.4997406006,1.1334601641,30001011005
136531993.0000000000,166.4438171387,1.1667819023,30001011005
136532293.0000000000,161.4440002441,1.1393672228,30001011005
136532593.0000000000,167.0854339600,1.2458961010,30001011005
136534993.0000000000,192.4613037109,3.9818234444,30001011005
136535293.0000000000,187.5085449219,1.2673175335,30001011005
136535593.0000000000,198.6405487061,1.3255442381,30001011005
136535893.0000000000,191.3913574219,1.3423374891,30001011005
136536193.0000000000,193.1315765381,4.9369287491,30001011005
136536793.0000000000,212.1088867188,2.2990715504,30001011005
136537093.0000000000,211.0642242432,1.3956456184,30001011005
136537393.0000000000,189.8004150391,1.2956224680,30001011005
136537693.0000000000,212.1659393311,1.4072082043,30001011005
136537993.0000000000,214.5105438232,1.4201344252,30001011005
136538293.0000000000,207.5070648193,1.3798826933,30001011005
136538593.0000000000,187.3460388184,2.4700431824,30001011005
136540993.0000000000,183.3896484375,1.4578672647,30001011005
136541293.0000000000,173.2856445312,1.1996908188,30001011005
136541593.0000000000,179.8088378906,1.2372556925,30001011005
136541893.0000000000,187.1226959229,1.2770919800,30001011005
136542193.0000000000,185.5347137451,1.2992923260,30001011005
136542493.0000000000,194.5152893066,2.4474380016,30001011005
136542793.0000000000,173.4343719482,6.3812279701,30001011005
136543093.0000000000,158.7798004150,1.1671224833,30001011005
136543393.0000000000,154.7224273682,1.1098961830,30001011005
136543693.0000000000,152.7241516113,1.0984100103,30001011005
136543993.0000000000,161.4131774902,1.1403043270,30001011005
136544293.0000000000,162.0863800049,1.4618538618,30001011005
136546693.0000000000,200.7180786133,2.2716505527,30001011005
136546993.0000000000,187.7663574219,1.2782871723,30001011005
136547293.0000000000,189.0036773682,1.2835793495,30001011005
136547593.0000000000,186.3729553223,1.2696686983,30001011005
136547893.0000000000,190.4452667236,1.2900832891,30001011005
136548193.0000000000,181.2673034668,1.2421590090,30001011005
136548493.0000000000,181.5850830078,1.2480298281,30001011005
136548793.0000000000,166.4489593506,1.2130190134,30001011005
136549093.0000000000,163.2216033936,1.2071150541,30001011005
136549393.0000000000,157.0285644531,1.1282609701,30001011005
136549693.0000000000,151.1737365723,1.0915716887,30001011005
136549993.0000000000,147.7043609619,1.0785797834,30001011005
138261522.0000000000,152.5143280029,1.0723197460,30001011007
138261822.0000000000,149.2603454590,1.0555902719,30001011007
138262122.0000000000,151.0523529053,1.0659773350,30001011007
138262422.0000000000,150.8133850098,1.0647718906,30001011007
138262722.0000000000,147.1376190186,1.0474727154,30001011007
138263022.0000000000,150.0473785400,1.0665006638,30001011007
138263322.0000000000,148.7761840820,1.0668488741,30001011007
138263622.0000000000,142.9787597656,1.0281649828,30001011007
138263922.0000000000,138.9085235596,1.0111063719,30001011007
138264222.0000000000,142.7510986328,1.0260041952,30001011007
138264522.0000000000,136.9933624268,0.9998825192,30001011007
138264822.0000000000,136.4910278320,1.9748876095,30001011007
138267222.0000000000,134.9029083252,1.2383459806,30001011007
138267522.0000000000,133.5387573242,0.9787127972,30001011007
138267822.0000000000,131.0333251953,0.9653826356,30001011007
138268122.0000000000,131.2429351807,0.9683534503,30001011007
138268422.0000000000,131.6540222168,0.9717385173,30001011007
138268722.0000000000,131.3919372559,0.9659871459,30001011007
138269022.0000000000,132.5744628906,0.9721997380,30001011007
138269322.0000000000,139.3151397705,1.0307432413,30001011007
138269622.0000000000,147.6410217285,1.0909810066,30001011007
138269922.0000000000,161.1575317383,1.1227946281,30001011007
138270222.0000000000,149.0089721680,1.0579828024,30001011007
138270522.0000000000,155.2128906250,1.3559032679,30001011007
138272922.0000000000,161.1973571777,2.2151215076,30001011007
138273222.0000000000,160.8860168457,1.1107783318,30001011007
138273522.0000000000,157.9294586182,1.0970491171,30001011007
138273822.0000000000,147.9495239258,1.0477416515,30001011007
138274122.0000000000,150.9772186279,1.0664067268,30001011007
138274422.0000000000,150.7082672119,1.0637123585,30001011007
138274722.0000000000,164.1662597656,1.1353091002,30001011007
138275022.0000000000,171.0804443359,1.1669019461,30001011007
138275322.0000000000,175.1178894043,1.2072386742,30001011007
138275622.0000000000,189.0546569824,1.5138713121,30001011007
138275922.0000000000,192.8854370117,1.3669145107,30001011007
138276222.0000000000,182.8390655518,1.2415447235,30001011007
138276522.0000000000,191.6415405273,12.8931427002,30001011007
138278922.0000000000,173.5237121582,1.2483470440,30001011007
138279222.0000000000,158.3815917969,1.0984873772,30001011007
138279522.0000000000,143.7091217041,1.0302170515,30001011007
138279822.0000000000,153.5127868652,1.0761770010,30001011007
138280122.0000000000,173.3310089111,1.1791026592,30001011007
138280422.0000000000,158.2299041748,1.1030206680,30001011007
138280722.0000000000,151.8243103027,1.0719958544,30001011007
138281022.0000000000,146.2202148438,1.0447041988,30001011007
138281322.0000000000,151.6235046387,1.0760089159,30001011007
138281622.0000000000,156.5273132324,1.6574292183,30001011007
138282222.0000000000,181.6238098145,5.5734658241,30001011007
138284622.0000000000,162.4949798584,1.5654942989,30001011007
138284922.0000000000,158.1176147461,1.0983089209,30001011007
138285222.0000000000,150.0964965820,1.0586482286,30001011007
138285522.0000000000,146.9784851074,1.0445576906,30001011007
138285822.0000000000,147.8855133057,1.0501155853,30001011007
138286122.0000000000,147.8661499023,1.0502965450,30001011007
138286422.0000000000,152.7096557617,1.0764029026,30001011007
138286722.0000000000,155.5915527344,1.0907404423,30001011007
138287022.0000000000,155.9260711670,1.0940678120,30001011007
138287322.0000000000,158.7800445557,1.1080887318,30001011007
138287622.0000000000,153.5782318115,1.2593566179,30001011007
138290322.0000000000,135.0091094971,2.6580538750,30001011007
138290622.0000000000,138.8278961182,1.0025942326,30001011007
138290922.0000000000,136.1764831543,0.9888066053,30001011007
138291222.0000000000,134.4348449707,0.9807986021,30001011007
138291522.0000000000,135.3041992188,0.9878995419,30001011007
138291822.0000000000,138.6743469238,1.0049707890,30001011007
138292122.0000000000,139.7024383545,1.0083758831,30001011007
138292422.0000000000,145.6021118164,1.0411012173,30001011007
138292722.0000000000,139.7790069580,1.0109572411,30001011007
138293022.0000000000,139.6671142578,1.0104354620,30001011007
138293322.0000000000,142.5603942871,1.0255253315,30001011007
138293622.0000000000,138.4916381836,1.0193930864,30001011007
138293922.0000000000,132.3390350342,5.3029727936,30001011007
138296322.0000000000,137.9445190430,1.1427791119,30001011007
138296622.0000000000,135.1400604248,0.9814990163,30001011007
138296922.0000000000,136.9571838379,0.9920210242,30001011007
138297222.0000000000,138.0289916992,0.9964181185,30001011007
138297522.0000000000,133.5883789062,0.9748992324,30001011007
138297822.0000000000,133.8674926758,0.9788465500,30001011007
138298122.0000000000,135.4086151123,0.9846743941,30001011007
138298422.0000000000,137.9538879395,0.9946339130,30001011007
138298722.0000000000,136.3475952148,0.9918973446,30001011007
138299022.0000000000,136.1108551025,0.9894710779,30001011007
138299322.0000000000,136.0000457764,0.9917873740,30001011007
138299622.0000000000,138.3028411865,1.3740584850,30001011007
138302022.0000000000,153.4709472656,1.7298158407,30001011007
138302322.0000000000,150.8520660400,1.0601936579,30001011007
138302622.0000000000,154.9210357666,1.0802285671,30001011007
138302922.0000000000,152.3505096436,1.0674006939,30001011007
138303222.0000000000,139.4551086426,1.0057348013,30001011007
138303522.0000000000,137.4432525635,0.9969096780,30001011007
138303822.0000000000,143.8898010254,1.0331109762,30001011007
138304122.0000000000,146.8976745605,1.0414913893,30001011007
138304422.0000000000,139.3738098145,1.0058342218,30001011007
138304722.0000000000,140.9178161621,1.0105893612,30001011007
138305022.0000000000,131.3915557861,0.9503051639,30001011007
138305322.0000000000,145.4084320068,1.0913983583,30001011007
138307722.0000000000,124.5229415894,6.5273761749,30001011007
138308022.0000000000,129.4323883057,0.9427478909,30001011007
138308322.0000000000,127.0551071167,0.9330799580,30001011007
138308622.0000000000,127.1736679077,0.9359820485,30001011007
138308922.0000000000,130.4301757812,0.9571413994,30001011007
138309222.0000000000,131.0947113037,0.9563958645,30001011007
138309522.0000000000,129.6098937988,0.9551817179,30001011007
138309822.0000000000,135.7552032471,0.9881368279,30001011007
138310122.0000000000,141.3017578125,1.0108903646,30001011007
138310422.0000000000,132.5332183838,0.9700412154,30001011007
138310722.0000000000,133.2191772461,0.9729125500,30001011007
138311022.0000000000,130.0695648193,0.9555550814,30001011007
138311322.0000000000,135.3500518799,1.9129933119,30001011007
138313722.0000000000,138.3654479980,1.2380535603,30001011007
138314022.0000000000,139.5286102295,1.0034337044,30001011007
138314322.0000000000,134.0648956299,0.9719080925,30001011007
138314622.0000000000,131.2507476807,0.9647179842,30001011007
138314922.0000000000,126.9309768677,0.9410415888,30001011007
138315222.0000000000,125.2710800171,0.9337296486,30001011007
138315522.0000000000,129.3680877686,0.9558995962,30001011007
138315822.0000000000,128.8003387451,0.9507696033,30001011007
138316122.0000000000,125.6314163208,0.9369986653,30001011007
138316422.0000000000,131.7067718506,0.9644075632,30001011007
138316722.0000000000,133.0945129395,0.9728794694,30001011007
138317022.0000000000,131.0539550781,1.2201546431,30001011007
138319422.0000000000,138.9455261230,1.9556343555,30001011007
138319722.0000000000,142.8372344971,1.0246754885,30001011007
138320022.0000000000,143.3239593506,1.0254898071,30001011007
138320322.0000000000,146.1038818359,1.0372662544,30001011007
138320622.0000000000,140.9868927002,1.0122300386,30001011007
138320922.0000000000,136.9470214844,0.9926694036,30001011007
138321222.0000000000,135.5154418945,0.9851753116,30001011007
138321522.0000000000,136.4091033936,0.9890225530,30001011007
138321822.0000000000,134.2866668701,0.9821813107,30001011007
138322122.0000000000,136.2926940918,0.9874492884,30001011007
138322422.0000000000,135.2113189697,0.9861390591,30001011007
138322722.0000000000,135.6658782959,0.9891270995,30001011007
138323022.0000000000,147.7316589355,8.2729187012,30001011007
138325422.0000000000,155.2762603760,1.1834294796,30001011007
138325722.0000000000,150.4284210205,1.0781807899,30001011007
138326022.0000000000,148.2770385742,1.0513383150,30001011007
138326322.0000000000,148.7184448242,1.0534968376,30001011007
138326622.0000000000,146.3007507324,1.0412234068,30001011007
138326922.0000000000,144.8412933350,1.0370298624,30001011007
138327222.0000000000,144.8763275146,1.0321757793,30001011007
138327522.0000000000,143.0451660156,1.0222738981,30001011007
138327822.0000000000,149.4376983643,1.0554394722,30001011007
138328122.0000000000,153.2632293701,1.0758534670,30001011007
138328422.0000000000,146.7436218262,1.0401221514,30001011007
138328722.0000000000,150.7539062500,1.7485913038,30001011007
138331122.0000000000,155.0956115723,1.4910062551,30001011007
138331422.0000000000,152.4034576416,1.0640540123,30001011007
138331722.0000000000,152.3039245605,1.0805301666,30001011007
138332022.0000000000,160.5894622803,1.1178451777,30001011007
138332322.0000000000,161.9512634277,1.1149606705,30001011007
138332622.0000000000,159.5787353516,1.1035805941,30001011007
138332922.0000000000,153.5722961426,1.0740177631,30001011007
138333222.0000000000,162.9073944092,1.1209297180,30001011007
138333522.0000000000,154.0702514648,1.1088702679,30001011007
138333822.0000000000,160.0893707275,1.1100904942,30001011007
138334122.0000000000,167.9550018311,1.1477609873,30001011007
138334422.0000000000,168.8402862549,1.3453804255,30001011007
138336822.0000000000,151.7913818359,2.7360246181,30001011007
138337122.0000000000,158.0222473145,1.0977954865,30001011007
138337422.0000000000,157.5041809082,1.0943435431,30001011007
138337722.0000000000,152.5454559326,1.0722047091,30001011007
138338022.0000000000,163.0567016602,1.1265194416,30001011007
138338322.0000000000,172.6517028809,1.1738600731,30001011007
138338622.0000000000,156.1376190186,1.0903929472,30001011007
138338922.0000000000,164.6642303467,1.1292924881,30001011007
138339222.0000000000,167.6720428467,1.1495528221,30001011007
138339522.0000000000,165.7097625732,1.1419730186,30001011007
138339822.0000000000,159.7210540771,1.1105043888,30001011007
138340122.0000000000,149.9961700439,1.0605313778,30001011007
138340422.0000000000,152.9102172852,3.0670082569,30001011007
138342822.0000000000,150.9852905273,1.2143588066,30001011007
138343122.0000000000,151.5488586426,1.0683603287,30001011007
138343422.0000000000,152.9195556641,1.0714313984,30001011007
138343722.0000000000,152.0039215088,1.0692535639,30001011007
138344022.0000000000,145.7824401855,1.0406507254,30001011007
138344322.0000000000,148.6074523926,1.0619910955,30001011007
138344622.0000000000,148.6157684326,1.0554991961,30001011007
138344922.0000000000,149.1558990479,1.0559496880,30001011007
138345222.0000000000,148.9674377441,1.0523802042,30001011007
138345522.0000000000,158.2298889160,1.0979415178,30001011007
138345822.0000000000,157.8948974609,1.0986537933,30001011007
138346122.0000000000,156.8863525391,1.5399907827,30001011007
138348522.0000000000,158.9853515625,1.7251442671,30001011007
138348822.0000000000,156.2147064209,1.0878001451,30001011007
138349122.0000000000,154.7128143311,1.0845661163,30001011007
138349422.0000000000,164.1668090820,1.1256875992,30001011007
138349722.0000000000,157.3970336914,1.0983234644,30001011007
138350022.0000000000,164.4324188232,1.1297061443,30001011007
138350322.0000000000,160.1196746826,1.1189012527,30001011007
138350622.0000000000,168.8866424561,1.1739321947,30001011007
138350922.0000000000,161.1798095703,1.1197065115,30001011007
138351222.0000000000,166.8006286621,1.1430950165,30001011007
138351522.0000000000,157.4899902344,1.0946198702,30001011007
138351822.0000000000,165.7716217041,1.2072894573,30001011007
138354222.0000000000,161.7785644531,5.8015832901,30001011007
138354522.0000000000,152.2750396729,1.0669406652,30001011007
138354822.0000000000,147.8541717529,1.0486637354,30001011007
138355122.0000000000,156.9234008789,1.0916687250,30001011007
138355422.0000000000,153.5732269287,1.0790553093,30001011007
138355722.0000000000,152.6122436523,1.0763314962,30001011007
138356022.0000000000,151.3858184814,1.0712956190,30001011007
138356322.0000000000,152.4840545654,1.0745078325,30001011007
138356622.0000000000,149.7246704102,1.1287341118,30001011007
138356922.0000000000,147.0865020752,1.0940203667,30001011007
138357222.0000000000,147.9154815674,1.0491636992,30001011007
138357522.0000000000,144.4786376953,1.0322376490,30001011007
138357822.0000000000,147.2130889893,2.2921652794,30001011007
150140873.0000000000,17.0171775818,5.1377296448,30001011009
150141473.0000000000,42.7446708679,0.7540173531,30001011009
150141773.0000000000,33.3193435669,0.4737089276,30001011009
150142073.0000000000,33.6668205261,0.4768524468,30001011009
150142373.0000000000,43.1460037231,0.5523056388,30001011009
150142673.0000000000,59.5186729431,0.6745067239,30001011009
150142973.0000000000,69.3950347900,0.7377259135,30001011009
150143273.0000000000,56.6840438843,0.6610876918,30001011009
150143573.0000000000,54.0608596802,0.6397131681,30001011009
150143873.0000000000,56.5040054321,0.6771972775,30001011009
150144173.0000000000,45.1254959106,1.1615719795,30001011009
150146573.0000000000,37.8852348328,0.6749087572,30001011009
150146873.0000000000,45.4529991150,0.5842928290,30001011009
150147173.0000000000,34.8796424866,0.6357304454,30001011009
150147473.0000000000,60.7771034241,1.2434793711,30001011009
150147773.0000000000,38.4152793884,0.5285268426,30001011009
150148073.0000000000,50.8476829529,0.6151402593,30001011009
150148373.0000000000,50.3937263489,0.6093770862,30001011009
150148673.0000000000,59.2287178040,0.6802104712,30001011009
150148973.0000000000,72.2662734985,0.7747472525,30001011009
150149273.0000000000,62.9122352600,0.7071667910,30001011009
150149573.0000000000,56.7791824341,0.6653046608,30001011009
150149873.0000000000,47.5546073914,0.9089486599,30001011009
150152273.0000000000,41.2441673279,1.1618779898,30001011009
150152573.0000000000,73.6947250366,0.7836241126,30001011009
150152873.0000000000,82.4325942993,0.8386777639,30001011009
150153173.0000000000,73.2442016602,0.7822159529,30001011009
150153473.0000000000,68.2250137329,0.7577767968,30001011009
150153773.0000000000,62.4717102051,0.7191656232,30001011009
150154073.0000000000,62.3579521179,0.7053897977,30001011009
150154373.0000000000,44.5369377136,0.5671761632,30001011009
150154673.0000000000,47.2117576599,0.5895743370,30001011009
150154973.0000000000,62.2432746887,0.7007542253,30001011009
150155273.0000000000,65.8272018433,0.7308517694,30001011009
150155573.0000000000,41.6601219177,0.6091957688,30001011009
150158273.0000000000,51.0552978516,0.6476132870,30001011009
150158573.0000000000,61.1774597168,0.6928646564,30001011009
150158873.0000000000,40.2948760986,0.5370590091,30001011009
150159173.0000000000,53.5790023804,0.6361982822,30001011009
150159473.0000000000,44.0756301880,0.5632337928,30001011009
150159773.0000000000,57.3875770569,0.6627405286,30001011009
150160073.0000000000,67.2323760986,0.7365145683,30001011009
150160373.0000000000,65.2642288208,0.7171626687,30001011009
150160673.0000000000,97.1963958740,0.9348795414,30001011009
150160973.0000000000,84.7397384644,0.8676451445,30001011009
150161273.0000000000,44.5977363586,0.5788838863,30001011009
150161573.0000000000,41.4002151489,1.3225800991,30001011009
150163973.0000000000,68.4479446411,1.0235209465,30001011009
150164273.0000000000,43.9574432373,0.5681408644,30001011009
150164573.0000000000,54.7889556885,0.6500279903,30001011009
150164873.0000000000,80.6190109253,0.8341590762,30001011009
150165173.0000000000,113.7524642944,1.0523434877,30001011009
150165473.0000000000,107.8517150879,1.0152554512,30001011009
150165773.0000000000,87.8766174316,0.8876100779,30001011009
150166073.0000000000,64.8611450195,0.7253321409,30001011009
150166373.0000000000,52.6712341309,0.6392216086,30001011009
150166673.0000000000,56.1947097778,0.6652116179,30001011009
150166973.0000000000,80.3319396973,0.8461365104,30001011009
150167273.0000000000,84.7306365967,1.2095843554,30001011009
150169673.0000000000,65.2221908569,1.7551798820,30001011009
150169973.0000000000,69.8917999268,0.7603052258,30001011009
150170273.0000000000,93.1728439331,0.9251708388,30001011009
150170573.0000000000,79.4340667725,0.8305402398,30001011009
150170873.0000000000,85.0981521606,0.8699414134,30001011009
150171173.0000000000,86.9540634155,0.8776873350,30001011009
150171473.0000000000,69.3410339355,0.7519706488,30001011009
150171773.0000000000,53.0624961853,0.6275164485,30001011009
150172073.0000000000,48.3095741272,0.6014076471,30001011009
150172373.0000000000,42.2392005920,0.5551769733,30001011009
150172673.0000000000,30.5142326355,0.4593991637,30001011009
150172973.0000000000,52.7895431519,0.6784173846,30001011009
150175673.0000000000,74.8717269897,0.8815071583,30001011009
150175973.0000000000,60.5417594910,0.6925890446,30001011009
150176273.0000000000,51.3053169250,0.6200141311,30001011009
150176573.0000000000,33.9561195374,0.4827908278,30001011009
150176873.0000000000,43.3004913330,0.5561966300,30001011009
150177173.0000000000,41.9438591003,0.5446302295,30001011009
150177473.0000000000,53.6835670471,0.6350164413,30001011009
150177773.0000000000,49.7384109497,0.6079629660,30001011009
150178073.0000000000,46.0315628052,0.5830582976,30001011009
150178373.0000000000,40.0405158997,0.5351890922,30001011009
150178673.0000000000,44.6946449280,0.5902372003,30001011009
150178973.0000000000,38.7265586853,1.0125458241,30001011009
150181373.0000000000,19.6943683624,0.5381897688,30001011009
150181673.0000000000,42.6866149902,0.5499750972,30001011009
150181973.0000000000,52.4305191040,0.6272789240,30001011009
150182273.0000000000,60.2343330383,0.6852874756,30001011009
150182573.0000000000,44.7231369019,0.5717262626,30001011009
150182873.0000000000,26.8759307861,0.4204074740,30001011009
150183173.0000000000,65.0898361206,0.7216149569,30001011009
150183473.0000000000,63.7600631714,0.7142578363,30001011009
150183773.0000000000,63.7397842407,0.7126574516,30001011009
150184073.0000000000,53.6984252930,0.6401651502,30001011009
150184373.0000000000,61.3530349731,0.7045056820,30001011009
150184673.0000000000,58.9621276855,0.8516111374,30001011009
150187373.0000000000,54.7520179749,0.6668971777,30001011009
150187673.0000000000,66.7113265991,0.7102120519,30001011009
150187973.0000000000,56.1004867554,0.6417393088,30001011009
150188273.0000000000,40.0723915100,0.5278967023,30001011009
150188573.0000000000,72.0720443726,0.7695100904,30001011009
150188873.0000000000,57.9459228516,0.6642513275,30001011009
150189173.0000000000,85.9695053101,0.8523589969,30001011009
150189473.0000000000,66.2176971436,0.7256427407,30001011009
150189773.0000000000,69.1443634033,0.7477523685,30001011009
150190073.0000000000,68.8765945435,0.7468055487,30001011009
150190373.0000000000,60.9669075012,0.7079631090,30001011009
