MET,RATE,ERROR,OBSID
89382743.2499890029,713.1220703125,2.5868237019,30001011002
89383043.2499890029,449.6837463379,77.1439361572,30001011002
89385443.2499890029,644.3254394531,6.4588809013,30001011002
89385743.2499890029,719.3356323242,2.6040384769,30001011002
89386043.2499890029,545.3471069336,2.1330983639,30001011002
89386343.2499890029,462.3752746582,1.9136003256,30001011002
89386643.2499890029,282.0459899902,1.3963891268,30001011002
89386943.2499890029,368.4492187500,1.6481457949,30001011002
89387243.2499890029,407.8241577148,1.7573952675,30001011002
89387543.2499890029,407.2596740723,1.7699234486,30001011002
89387843.2499890029,381.1866455078,1.7027491331,30001011002
89388143.2499890029,421.7737121582,1.8107945919,30001011002
89388443.2499890029,596.4903564453,2.2886037827,30001011002
89388743.2499890029,599.3835449219,3.7592110634,30001011002
89391743.2499890029,675.4407348633,3.9353849888,30001011002
89392043.2499890029,736.0949707031,2.6320188046,30001011002
89392343.2499890029,569.7858276367,2.1985530853,30001011002
89392643.2499890029,433.4537048340,1.8372122049,30001011002
89392943.2499890029,601.8097534180,2.2771852016,30001011002
89393243.2499890029,723.2327880859,2.5937645435,30001011002
89393543.2499890029,906.9172363281,3.0824153423,30001011002
89393843.2499890029,959.1674804688,3.2147159576,30001011002
89394143.2499890029,726.3290405273,2.6301496029,30001011002
89394443.2499890029,822.7080688477,3.2542746067,30001011002
89397143.2499890029,633.1051025391,7.3901109695,30001011002
89398043.2499890029,377.3624877930,2.0032122135,30001011002
89398343.2499890029,624.6003417969,2.3428714275,30001011002
89398643.2499890029,720.8214721680,2.5912909508,30001011002
89398943.2499890029,581.1494140625,2.2288506031,30001011002
89399243.2499890029,841.3424072266,2.9117889404,30001011002
89399543.2499890029,970.1179809570,3.2477209568,30001011002
89399843.2499890029,844.0154418945,2.9338734150,30001011002
89400143.2499890029,1115.9730224609,3.6077785492,30001011002
89400443.2499890029,1045.5869140625,7.9208393097,30001011002
89426271.0000000000,885.9987792969,3.5542826653,10014001001
89426571.0000000000,1077.3448486328,4.1637840271,10014001001
89426871.0000000000,1131.6894531250,4.3060722351,10014001001
89427171.0000000000,961.3619995117,3.8633723259,10014001001
89427471.0000000000,896.7517700195,3.6858429909,10014001001
89427771.0000000000,833.5944213867,3.4857721329,10014001001
89428071.0000000000,825.4750976562,3.4662702084,10014001001
89428371.0000000000,837.6360473633,3.4740488529,10014001001
89428671.0000000000,987.3009033203,3.8745329380,10014001001
89428971.0000000000,756.1841430664,3.2555153370,10014001001
89429271.0000000000,785.2573242188,3.3233323097,10014001001
89429571.0000000000,1250.7108154297,12.0240869522,10014001001
89431971.0000000000,736.2785644531,4.0009732246,10014001001
89432271.0000000000,502.9830322266,2.5403823853,10014001001
89432571.0000000000,571.5205688477,2.7358634472,10014001001
89432871.0000000000,638.0104370117,2.9368202686,10014001001
89433171.0000000000,842.8337402344,3.5489463806,10014001001
89433471.0000000000,626.2493286133,2.8958759308,10014001001
89433771.0000000000,791.8151855469,3.3661007881,10014001001
89434071.0000000000,829.3421630859,3.4516494274,10014001001
89434371.0000000000,799.9077148438,3.3663935661,10014001001
89434671.0000000000,686.1251220703,3.0235404968,10014001001
89434971.0000000000,820.1289062500,3.4170029163,10014001001
89435271.0000000000,780.8033447266,5.1173782349,10014001001
136506193.0000000000,470.7073974609,1.8720551729,30001011005
136506493.0000000000,468.4158325195,1.8351048231,30001011005
136506793.0000000000,465.6421508789,1.8283103704,30001011005
136507093.0000000000,469.3168029785,1.8356119394,30001011005
136507393.0000000000,467.1756896973,1.8309838772,30001011005
136507693.0000000000,490.1250610352,1.8895779848,30001011005
136507993.0000000000,501.0101318359,1.9109497070,30001011005
136508293.0000000000,485.1217651367,1.8776162863,30001011005
136508593.0000000000,504.7551574707,1.9280254841,30001011005
136508893.0000000000,485.2633361816,1.8782535791,30001011005
136509193.0000000000,491.0213317871,1.8918747902,30001011005
136509493.0000000000,472.2491455078,3.0706410408,30001011005
136511893.0000000000,500.8418273926,4.9375329018,30001011005
136512193.0000000000,505.8320922852,1.9570430517,30001011005
136512493.0000000000,507.5640258789,1.9390490055,30001011005
136512793.0000000000,543.0898437500,2.0286386013,30001011005
136513093.0000000000,526.0365600586,1.9844864607,30001011005
136513393.0000000000,506.6637573242,1.9341561794,30001011005
136513693.0000000000,498.0502319336,1.9055299759,30001011005
136513993.0000000000,515.0198974609,1.9531555176,30001011005
136514293.0000000000,493.1374206543,1.8996382952,30001011005
136514593.0000000000,468.4440612793,1.8387173414,30001011005
136514893.0000000000,479.3093261719,1.8619483709,30001011005
136515193.0000000000,469.7903137207,2.1647632122,30001011005
136518193.0000000000,470.5415649414,3.3119099140,30001011005
136518493.0000000000,485.6400146484,1.8863035440,30001011005
136518793.0000000000,493.7491455078,1.9023252726,30001011005
136519093.0000000000,508.0802307129,1.9366492033,30001011005
136519393.0000000000,501.5506591797,1.9168001413,30001011005
136519693.0000000000,478.0226135254,1.8559013605,30001011005
136519993.0000000000,498.0559997559,1.9135557413,30001011005
136520293.0000000000,560.6641845703,2.0746140480,30001011005
136520593.0000000000,545.9058227539,2.0337488651,30001011005
136520893.0000000000,498.6619262695,1.9117753506,30001011005
136521193.0000000000,507.3813781738,5.1805090904,30001011005
136523593.0000000000,604.4952392578,3.5421388149,30001011005
136524493.0000000000,643.2498168945,3.0435869694,30001011005
136524793.0000000000,638.9473266602,2.2737257481,30001011005
136525093.0000000000,564.6373291016,2.0796897411,30001011005
136525393.0000000000,580.0742797852,2.1184263229,30001011005
136525693.0000000000,557.4498901367,2.0715191364,30001011005
136525993.0000000000,539.0358886719,2.0218427181,30001011005
136526293.0000000000,595.5299072266,2.1638641357,30001011005
136526593.0000000000,615.5592041016,2.2145922184,30001011005
136526893.0000000000,603.2946777344,3.1485402584,30001011005
136529293.0000000000,829.5757446289,4.0779104233,30001011005
136529593.0000000000,781.1707763672,2.6679944992,30001011005
136529893.0000000000,773.0371093750,6.3793449402,30001011005
136530793.0000000000,768.6406250000,2.6965913773,30001011005
136531093.0000000000,674.6489868164,2.3577079773,30001011005
136531393.0000000000,640.2192382812,2.2757611275,30001011005
136531693.0000000000,624.0476684570,2.2418413162,30001011005
136531993.0000000000,650.4610595703,2.3061954975,30001011005
136532293.0000000000,624.7890014648,2.2410452366,30001011005
136532593.0000000000,648.8193359375,2.4549927711,30001011005
136534993.0000000000,762.1800537109,7.9281234741,30001011005
136535293.0000000000,737.1682739258,2.5129814148,30001011005
136535593.0000000000,785.8392944336,2.6365163326,30001011005
136535893.0000000000,759.4874267578,2.6738483906,30001011005
136536193.0000000000,753.5220947266,9.7491664886,30001011005
136536793.0000000000,852.2805786133,4.6082887650,30001011005
136537093.0000000000,851.9755249023,2.8035793304,30001011005
136537393.0000000000,768.4219970703,2.6065995693,30001011005
136537693.0000000000,860.2275390625,2.8330178261,30001011005
136537993.0000000000,881.0629882812,2.8781714439,30001011005
136538293.0000000000,847.1413574219,2.7880296707,30001011005
136538593.0000000000,768.8535156250,5.0025520325,30001011005
136540993.0000000000,730.7567138672,2.9095189571,30001011005
136541293.0000000000,688.0576171875,2.3906741142,30001011005
136541593.0000000000,725.8016357422,2.4858675003,30001011005
136541893.0000000000,759.2260742188,2.5724318027,30001011005
136542193.0000000000,754.0919799805,2.6185572147,30001011005
136542493.0000000000,778.5825195312,4.8925123215,30001011005
136542793.0000000000,637.2426757812,12.2346811295,30001011005
136543093.0000000000,634.3136596680,2.3327937126,30001011005
136543393.0000000000,609.7874755859,2.2035899162,30001011005
136543693.0000000000,598.7171630859,2.1743719578,30001011005
136543993.0000000000,633.0618896484,2.2583060265,30001011005
136544293.0000000000,640.2251586914,2.9040231705,30001011005
136546693.0000000000,810.6973876953,4.5666332245,30001011005
136546993.0000000000,763.4138183594,2.5770158768,30001011005
136547293.0000000000,766.3162841797,2.5845551491,30001011005
136547593.0000000000,753.8976440430,2.5540156364,30001011005
136547893.0000000000,768.4760131836,2.5910642147,30001011005
136548193.0000000000,723.5720214844,2.4815418720,30001011005
136548493.0000000000,728.6755371094,2.4999015331,30001011005
136548793.0000000000,666.6000366211,2.4275996685,30001011005
136549093.0000000000,648.3145141602,2.4055032730,30001011005
136549393.0000000000,615.9274291992,2.2347316742,30001011005
136549693.0000000000,594.0959472656,2.1635041237,30001011005
136549993.0000000000,574.3872070312,2.1269500256,30001011005
138261522.0000000000,541.9983520508,2.0217945576,30001011007
138261822.0000000000,531.2388916016,1.9913386106,30001011007
138262122.0000000000,539.5013427734,2.0146708488,30001011007
138262422.0000000000,533.7576293945,2.0031385422,30001011007
138262722.0000000000,527.6271972656,1.9832441807,30001011007
138263022.0000000000,540.7200317383,2.0245609283,30001011007
138263322.0000000000,528.1594848633,2.0103776455,30001011007
138263622.0000000000,509.8627014160,1.9416241646,30001011007
138263922.0000000000,501.0228271484,1.9200811386,30001011007
138264222.0000000000,504.9743957520,1.9294526577,30001011007
138264522.0000000000,492.0212097168,1.8946534395,30001011007
138264822.0000000000,479.1195678711,3.7004697323,30001011007
138267222.0000000000,468.6756591797,2.3080842495,30001011007
138267522.0000000000,474.3013000488,1.8445286751,30001011007
138267822.0000000000,464.0699768066,1.8166065216,30001011007
138268122.0000000000,465.7355346680,1.8239036798,30001011007
138268422.0000000000,467.9534912109,1.8321516514,30001011007
138268722.0000000000,457.4023742676,1.8022629023,30001011007
138269022.0000000000,460.6553039551,1.8124440908,30001011007
138269322.0000000000,496.8965148926,1.9465900660,30001011007
138269622.0000000000,535.5130004883,2.0775313377,30001011007
138269922.0000000000,590.0725097656,2.1486229897,30001011007
138270222.0000000000,533.7952880859,2.0023663044,30001011007
138270522.0000000000,554.5317382812,2.5621433258,30001011007
138272922.0000000000,573.3127441406,4.1769146919,30001011007
138273222.0000000000,573.5715942383,2.0971176624,30001011007
138273522.0000000000,562.9642944336,2.0714924335,30001011007
138273822.0000000000,523.4221191406,1.9706965685,30001011007
138274122.0000000000,538.3540039062,2.0136001110,30001011007
138274422.0000000000,537.2337646484,2.0083241463,30001011007
138274722.0000000000,588.9273681641,2.1502919197,30001011007
138275022.0000000000,623.0186157227,2.2262625694,30001011007
138275322.0000000000,647.9854125977,2.3220367432,30001011007
138275622.0000000000,698.9559326172,2.9099173546,30001011007
138275922.0000000000,717.7852172852,2.6366910934,30001011007
138276222.0000000000,676.3765258789,2.3880801201,30001011007
138276522.0000000000,609.7167968750,23.0312595367,30001011007
138278922.0000000000,625.4729614258,2.3698003292,30001011007
138279222.0000000000,562.6315307617,2.0701613426,30001011007
138279522.0000000000,511.2177429199,1.9430515766,30001011007
138279822.0000000000,548.2643432617,2.0333986282,30001011007
138280122.0000000000,637.0255126953,2.2605426311,30001011007
138280422.0000000000,569.7837524414,2.0930588245,30001011007
138280722.0000000000,549.4630126953,2.0396060944,30001011007
138281022.0000000000,525.6292724609,1.9804847240,30001011007
138281322.0000000000,550.2344970703,2.0497615337,30001011007
138281622.0000000000,567.3634033203,3.1557166576,30001011007
138282222.0000000000,675.9759521484,10.7476730347,30001011007
138284622.0000000000,582.1009521484,2.9625501633,30001011007
138284922.0000000000,565.0964965820,2.0761117935,30001011007
138285222.0000000000,534.0959472656,1.9961924553,30001011007
138285522.0000000000,524.3352050781,1.9730352163,30001011007
138285822.0000000000,525.2429809570,1.9787812233,30001011007
138286122.0000000000,528.5203857422,1.9851946831,30001011007
138286422.0000000000,548.8327636719,2.0401887894,30001011007
138286722.0000000000,564.8450927734,2.0778734684,30001011007
138287022.0000000000,565.3291625977,2.0828766823,30001011007
138287322.0000000000,573.0383911133,2.1049716473,30001011007
138287622.0000000000,547.6762695312,2.3780605793,30001011007
138290322.0000000000,476.9840393066,4.9953055382,30001011007
138290622.0000000000,491.6633300781,1.8865212202,30001011007
138290922.0000000000,476.8483276367,1.8500128984,30001011007
138291222.0000000000,472.7512817383,1.8389348984,30001011007
138291522.0000000000,477.8529357910,1.8563156128,30001011007
138291822.0000000000,493.7979125977,1.8961101770,30001011007
138292122.0000000000,491.8060913086,1.8916769028,30001011007
138292422.0000000000,521.2568359375,1.9693270922,30001011007
138292722.0000000000,497.2491760254,1.9061944485,30001011007
138293022.0000000000,495.9732055664,1.9037301540,30001011007
138293322.0000000000,508.8513183594,1.9372562170,30001011007
138293622.0000000000,487.8832702637,1.9125961065,30001011007
138293922.0000000000,472.6469116211,10.0128707886,30001011007
138296322.0000000000,475.7663879395,2.1219787598,30001011007
138296622.0000000000,470.3097229004,1.8311265707,30001011007
138296922.0000000000,478.5119628906,1.8544062376,30001011007
138297222.0000000000,482.0722351074,1.8619452715,30001011007
138297522.0000000000,464.1043395996,1.8168522120,30001011007
138297822.0000000000,467.4941101074,1.8289374113,30001011007
138298122.0000000000,471.6809692383,1.8376388550,30001011007
138298422.0000000000,476.4201049805,1.8479453325,30001011007
138298722.0000000000,477.2660522461,1.8556438684,30001011007
138299022.0000000000,471.9917297363,1.8418912888,30001011007
138299322.0000000000,481.3066101074,1.8657506704,30001011007
138299622.0000000000,472.5390319824,2.5397620201,30001011007
138302022.0000000000,521.0269775391,3.1877615452,30001011007
138302322.0000000000,529.3632202148,1.9861830473,30001011007
138302622.0000000000,544.3264160156,2.0255713463,30001011007
138302922.0000000000,537.2886352539,2.0041542053,30001011007
138303222.0000000000,488.0107727051,1.8812747002,30001011007
138303522.0000000000,482.0552673340,1.8672298193,30001011007
138303822.0000000000,516.3483886719,1.9570783377,30001011007
138304122.0000000000,512.5267944336,1.9449303150,30001011007
138304422.0000000000,489.2780151367,1.8842492104,30001011007
138304722.0000000000,485.2388916016,1.8751393557,30001011007
138305022.0000000000,420.0663452148,1.6987994909,30001011007
138305322.0000000000,479.6544494629,1.9817229509,30001011007
138307722.0000000000,421.1802978516,12.0104160309,30001011007
138308022.0000000000,422.7675781250,1.7035880089,30001011007
138308322.0000000000,414.3350524902,1.6845848560,30001011007
138308622.0000000000,426.3425903320,1.7136930227,30001011007
138308922.0000000000,447.7483215332,1.7727354765,30001011007
138309222.0000000000,439.5563659668,1.7513086796,30001011007
138309522.0000000000,447.9090576172,1.7756735086,30001011007
138309822.0000000000,472.8860473633,1.8444155455,30001011007
138310122.0000000000,488.1233825684,1.8786436319,30001011007
138310422.0000000000,457.6012878418,1.8022511005,30001011007
138310722.0000000000,460.4039611816,1.8088551760,30001011007
138311022.0000000000,443.2910766602,1.7638540268,30001011007
138311322.0000000000,460.9566955566,3.5294580460,30001011007
138313722.0000000000,474.2633972168,2.2921211720,30001011007
138314022.0000000000,483.1751708984,1.8669745922,30001011007
138314322.0000000000,453.4901428223,1.7872074842,30001011007
138314622.0000000000,455.0290832520,1.7958469391,30001011007
138314922.0000000000,435.8101501465,1.7434797287,30001011007
138315222.0000000000,433.9049682617,1.7376867533,30001011007
138315522.0000000000,449.3002014160,1.7814456224,30001011007
138315822.0000000000,446.2941589355,1.7696889639,30001011007
138316122.0000000000,436.8020324707,1.7467767000,30001011007
138316422.0000000000,451.6600036621,1.7858550549,30001011007
138316722.0000000000,461.4574890137,1.8115069866,30001011007
138317022.0000000000,456.2673034668,2.2762286663,30001011007
138319422.0000000000,483.0733642578,3.6470067501,30001011007
138319722.0000000000,501.4859008789,1.9197700024,30001011007
138320022.0000000000,506.1299743652,1.9265812635,30001011007
138320322.0000000000,515.1279907227,1.9474401474,30001011007
138320622.0000000000,489.6042785645,1.8861074448,30001011007
138320922.0000000000,477.4432373047,1.8536026478,30001011007
138321222.0000000000,473.0120849609,1.8408405781,30001011007
138321522.0000000000,478.5910339355,1.8527173996,30001011007
138321822.0000000000,474.2242431641,1.8458971977,30001011007
138322122.0000000000,472.8366088867,1.8389928341,30001011007
138322422.0000000000,478.4889526367,1.8549312353,30001011007
138322722.0000000000,481.6106262207,1.8635309935,30001011007
138323022.0000000000,515.4313354492,15.4255971909,30001011007
138325422.0000000000,545.4989013672,2.2173142433,30001011007
138325722.0000000000,537.1249389648,2.0371425152,30001011007
138326022.0000000000,526.4903564453,1.9809097052,30001011007
138326322.0000000000,532.8836059570,1.9939905405,30001011007
138326622.0000000000,517.9370727539,1.9589753151,30001011007
138326922.0000000000,518.7309570312,1.9623346329,30001011007
138327222.0000000000,512.0805053711,1.9407392740,30001011007
138327522.0000000000,503.7500000000,1.9182887077,30001011007
138327822.0000000000,529.9806518555,1.9874503613,30001011007
138328122.0000000000,548.4193725586,2.0347735882,30001011007
138328422.0000000000,515.0669555664,1.9484785795,30001011007
138328722.0000000000,529.2955932617,3.2755284309,30001011007
138331122.0000000000,550.6636352539,2.8093650341,30001011007
138331422.0000000000,527.8962402344,1.9799827337,30001011007
138331722.0000000000,545.4763183594,2.0451085567,30001011007
138332022.0000000000,579.8923339844,2.1242222786,30001011007
138332322.0000000000,572.9195556641,2.0972397327,30001011007
138332622.0000000000,561.6989135742,2.0703539848,30001011007
138332922.0000000000,539.6687622070,2.0133430958,30001011007
138333222.0000000000,582.3375244141,2.1192660332,30001011007
138333522.0000000000,553.2396240234,2.1016092300,30001011007
138333822.0000000000,575.4229736328,2.1042773724,30001011007
138334122.0000000000,606.2829589844,2.1803293228,30001011007
138334422.0000000000,609.3499145508,2.5555450916,30001011007
138336822.0000000000,537.8931274414,5.1495203972,30001011007
138337122.0000000000,564.7529296875,2.0750911236,30001011007
138337422.0000000000,557.8837890625,2.0594696999,30001011007
138337722.0000000000,545.1183471680,2.0266132355,30001011007
138338022.0000000000,583.1404418945,2.1303248405,30001011007
138338322.0000000000,621.3817749023,2.2272899151,30001011007
138338622.0000000000,556.4498291016,2.0577883720,30001011007
138338922.0000000000,589.5255737305,2.1366298199,30001011007
138339222.0000000000,607.9351806641,2.1885106564,30001011007
138339522.0000000000,606.1874389648,2.1839957237,30001011007
138339822.0000000000,578.3550415039,2.1130936146,30001011007
138340122.0000000000,537.7537841797,2.0076296329,30001011007
138340422.0000000000,576.1276855469,5.9519014359,30001011007
138342822.0000000000,531.6643676758,2.2785322666,30001011007
138343122.0000000000,542.2495727539,2.0209426880,30001011007
138343422.0000000000,537.2594604492,2.0079257488,30001011007
138343722.0000000000,542.7389526367,2.0202903748,30001011007
138344022.0000000000,519.2315673828,1.9639164209,30001011007
138344322.0000000000,531.3206787109,2.0081686974,30001011007
138344622.0000000000,531.3756713867,1.9956977367,30001011007
138344922.0000000000,534.4916992188,1.9988796711,30001011007
138345222.0000000000,525.7582397461,1.9769792557,30001011007
138345522.0000000000,562.1309204102,2.0692992210,30001011007
138345822.0000000000,566.2169189453,2.0804877281,30001011007
138346122.0000000000,559.8314208984,2.9093930721,30001011007
138348522.0000000000,564.1504516602,3.2494540215,30001011007
138348822.0000000000,552.7477416992,2.0460164547,30001011007
138349122.0000000000,555.3895263672,2.0544943810,30001011007
138349422.0000000000,578.6235351562,2.1132903099,30001011007
138349722.0000000000,559.4313354492,2.0701661110,30001011007
138350022.0000000000,587.0508422852,2.1345806122,30001011007
138350322.0000000000,576.0489501953,2.1225407124,30001011007
138350622.0000000000,603.4188232422,2.2184605598,30001011007
138350922.0000000000,584.1048583984,2.1312198639,30001011007
138351222.0000000000,601.4452514648,2.1707279682,30001011007
138351522.0000000000,557.5245361328,2.0592556000,30001011007
138351822.0000000000,590.2681884766,2.2778673172,30001011007
138354222.0000000000,555.6077880859,10.7533855438,30001011007
138354522.0000000000,536.5119628906,2.0025789738,30001011007
138354822.0000000000,526.4986572266,1.9780640602,30001011007
138355122.0000000000,552.3256835938,2.0473799706,30001011007
138355422.0000000000,547.1577148438,2.0368902683,30001011007
138355722.0000000000,551.1262207031,2.0453300476,30001011007
138356022.0000000000,542.6964111328,2.0282061100,30001011007
138356322.0000000000,547.1907348633,2.0357429981,30001011007
138356622.0000000000,533.5338745117,2.1303606033,30001011007
138356922.0000000000,525.3861083984,2.0678832531,30001011007
138357222.0000000000,520.5560302734,1.9684050083,30001011007
138357522.0000000000,511.4421691895,1.9421483278,30001011007
138357822.0000000000,513.1497802734,4.2797732353,30001011007
150140873.0000000000,248.7827911377,20.3060684204,30001011009
150141473.0000000000,389.8208923340,2.2750318050,30001011009
150141773.0000000000,322.3838500977,1.4710037708,30001011009
150142073.0000000000,340.1167602539,1.5148801804,30001011009
150142373.0000000000,405.3678588867,1.6921401024,30001011009
150142673.0000000000,508.1387634277,1.9696666002,30001011009
150142973.0000000000,551.7857666016,2.0786926746,30001011009
150143273.0000000000,511.1539306641,1.9840930700,30001011009
150143573.0000000000,486.0136108398,1.9179351330,30001011009
150143873.0000000000,514.3915405273,2.0422484875,30001011009
150144173.0000000000,428.1387939453,3.5751295090,30001011009
150146573.0000000000,378.8978271484,2.1335515976,30001011009
150146873.0000000000,420.2346801758,1.7738603354,30001011009
150147173.0000000000,360.7547302246,2.0413382053,30001011009
150147473.0000000000,545.2117309570,3.7219207287,30001011009
150147773.0000000000,379.7810058594,1.6606214046,30001011009
150148073.0000000000,469.6911315918,1.8688839674,30001011009
150148373.0000000000,455.8337707520,1.8319294453,30001011009
150148673.0000000000,529.8028564453,2.0328330994,30001011009
150148973.0000000000,619.1803588867,2.2666854858,30001011009
150149273.0000000000,552.5849609375,2.0948264599,30001011009
150149573.0000000000,501.1640014648,1.9753874540,30001011009
150149873.0000000000,449.2449035645,2.7903695107,30001011009
150152273.0000000000,373.2869873047,3.4891450405,30001011009
150152573.0000000000,621.8492431641,2.2744956017,30001011009
150152873.0000000000,664.7518920898,2.3806004524,30001011009
150153173.0000000000,621.6528930664,2.2781779766,30001011009
150153473.0000000000,599.5140991211,2.2448554039,30001011009
150153773.0000000000,558.2650756836,2.1490621567,30001011009
150154073.0000000000,555.3275756836,2.1031708717,30001011009
150154373.0000000000,422.4364929199,1.7456848621,30001011009
150154673.0000000000,444.8724060059,1.8091212511,30001011009
150154973.0000000000,544.2959594727,2.0711851120,30001011009
150155273.0000000000,572.6542358398,2.1544911861,30001011009
150155573.0000000000,412.1711730957,1.9154285192,30001011009
150158273.0000000000,467.7160034180,1.9583053589,30001011009
150158573.0000000000,533.4275512695,2.0450234413,30001011009
150158873.0000000000,403.5026550293,1.6980048418,30001011009
150159173.0000000000,483.8400878906,1.9108766317,30001011009
150159473.0000000000,419.6934814453,1.7372257710,30001011009
150159773.0000000000,505.5829772949,1.9668959379,30001011009
150160073.0000000000,574.6679687500,2.1523222923,30001011009
150160373.0000000000,549.1945800781,2.0793561935,30001011009
150160673.0000000000,755.4182739258,2.6063139439,30001011009
150160973.0000000000,722.0360107422,2.5319449902,30001011009
150161273.0000000000,440.1769104004,1.8171683550,30001011009
150161573.0000000000,412.7821044922,4.1774396896,30001011009
150163973.0000000000,598.0032958984,3.0232398510,30001011009
150164273.0000000000,434.2988281250,1.7853623629,30001011009
150164573.0000000000,502.5748901367,1.9673910141,30001011009
150164873.0000000000,674.6469726562,2.4116153717,30001011009
150165173.0000000000,878.1885375977,2.9216413498,30001011009
150165473.0000000000,851.0708007812,2.8506448269,30001011009
150165773.0000000000,747.3955688477,2.5890846252,30001011009
150166073.0000000000,587.6716918945,2.1837813854,30001011009
150166373.0000000000,504.8518371582,1.9779288769,30001011009
150166673.0000000000,531.6394042969,2.0456016064,30001011009
150166973.0000000000,701.3715820312,2.4994897842,30001011009
150167273.0000000000,738.0086669922,3.5703189373,30001011009
150169673.0000000000,559.9537353516,5.1414103508,30001011009
150169973.0000000000,610.4375610352,2.2464845181,30001011009
150170273.0000000000,772.9185180664,2.6639521122,30001011009
150170573.0000000000,682.2340698242,2.4327542782,30001011009
150170873.0000000000,725.0084838867,2.5382397175,30001011009
150171173.0000000000,723.9002685547,2.5313551426,30001011009
150171473.0000000000,595.5140991211,2.2023143768,30001011009
150171773.0000000000,462.3779296875,1.8521236181,30001011009
150172073.0000000000,465.9096374512,1.8677861691,30001011009
150172373.0000000000,417.2229614258,1.7444729805,30001011009
150172673.0000000000,320.2519226074,1.4869654179,30001011009
150172973.0000000000,492.4636230469,2.0707533360,30001011009
150175673.0000000000,630.4588012695,2.5578503609,30001011009
150175973.0000000000,546.2261962891,2.0796620846,30001011009
150176273.0000000000,468.3725585938,1.8720375299,30001011009
150176573.0000000000,344.4612731934,1.5344399214,30001011009
150176873.0000000000,407.9017028809,1.7059191465,30001011009
150177173.0000000000,395.4885864258,1.6694263220,30001011009
150177473.0000000000,477.6286621094,1.8923096657,30001011009
150177773.0000000000,460.7212829590,1.8486546278,30001011009
150178073.0000000000,444.0427246094,1.8089846373,30001011009
150178373.0000000000,398.0127258301,1.6857475042,30001011009
150178673.0000000000,425.7866821289,1.8206937313,30001011009
150178973.0000000000,371.2199401855,3.1353249550,30001011009
150181373.0000000000,230.2719421387,1.8353683949,30001011009
150181673.0000000000,394.3865661621,1.6711891890,30001011009
150181973.0000000000,473.0872192383,1.8832917213,30001011009
150182273.0000000000,527.5831909180,2.0275242329,30001011009
150182573.0000000000,437.7159118652,1.7871947289,30001011009
150182873.0000000000,296.9450988770,1.3952618837,30001011009
150183173.0000000000,574.2655639648,2.1425712109,30001011009
150183473.0000000000,567.9952392578,2.1302366257,30001011009
150183773.0000000000,558.3183593750,2.1082742214,30001011009
150184073.0000000000,487.6088256836,1.9268127680,30001011009
150184373.0000000000,558.4052124023,2.1251266003,30001011009
150184673.0000000000,527.6563110352,2.5490975380,30001011009
150187373.0000000000,484.1096191406,1.9810972214,30001011009
150187673.0000000000,508.8842468262,1.9618089199,30001011009
150187973.0000000000,457.4698181152,1.8311278820,30001011009
150188273.0000000000,378.4932861328,1.6215790510,30001011009
150188573.0000000000,612.9822387695,2.2426307201,30001011009
150188873.0000000000,503.6302490234,1.9573630095,30001011009
150189173.0000000000,670.0358276367,2.3785886765,30001011009
150189473.0000000000,564.8812866211,2.1177198887,30001011009
150189773.0000000000,585.3654785156,2.1747195721,30001011009
150190073.0000000000,579.9177246094,2.1657969952,30001011009
150190373.0000000000,535.5528564453,2.0971171856,30001011009
